"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
0.127499963277608,0.109430236885632,0.109517864048343,0.113031767907569,0.12421935565485,0.135912846401105,0.147898461253309,0.152912464279789,0.152662731097468,0.150792590091189,0.150056455973643,0.148084023496933,0.14243942881081,0.130318370660669,0.110270998888031,0.0872189232054285,0.0625590774026847,0.0402703145060993,0.0216634857214953,0.0112102642198784,0.00554584645444767,0.0028114885675538,0.000934698492908628,0.000350241152360754,2.27372121616346e-05,2.03642242924028e-05,5.09216015745732e-06,5.97769455997101e-06,4.48917866451237e-06,4.3771786542553e-06,3.95746436437859e-06,4.12557784685237e-06,3.909010994921e-06,3.86945675152054e-06,3.92090871174494e-06
0.316088676785225,0.309044700904444,0.269082141974735,0.2199749738283,0.164040232088673,0.10776635579989,0.0548248335438249,0.024876788778508,0.00871742517590007,0.000780276635363154,0.000204647322778046,0.00021588950148436,0.000281462115547224,0.000243485237761533,0.000973441939616915,0.00160524469096451,0.00445814234056341,0.00831582882662776,0.010213997632811,0.00700009780082751,0.00507484506337251,0.00269736301822431,0.00178864886392603,0.000623686239018511,0.000516882892721418,0.000111544307572673,2.59130365514583e-05,6.76517604100774e-05,1.86119044995777e-05,1.64667582774004e-05,1.44658339232071e-05,1.43998153558524e-05,1.39771681360456e-05,1.375150319722e-05,1.42932630752677e-05
0.117145306358078,0.0655314565110673,0.0255831526842163,0.00905932530167695,0.00087499283746334,0.0004390292703188,0.000292503022514548,0.000310639175146748,0.000506331476274042,0.000371189068044074,0.000350480050998408,0.000327632948127152,0.000502491404025127,0.000515887527582823,0.00072086229234076,0.000474050181166561,0.000280780608944714,0.000219350731831554,0.000224164790335133,0.000196743475163206,0.000153179262308025,0.000182098556689547,0.000234617614640231,0.000287454358712377,0.000101750257481345,9.74962213594995e-05,5.90837277188149e-05,6.74267320340083e-05,6.1809815248929e-05,3.7214761811428e-05,3.30550416467562e-05,3.10638230803037e-05,3.06070813503547e-05,3.0104432333538e-05,3.02476773440909e-05
0.00419402614639292,0.0575321058290343,0.183554813785081,0.274770255128469,0.381289609450459,0.479744098483579,0.502607988653835,0.51110042959346,0.497364866287633,0.434365473260464,0.346743590569525,0.278976962368695,0.182820146451363,0.0993493810373508,0.0293800404482534,0.000899072574660789,0.000412271801684685,0.000283442134121496,0.000260878169903479,0.000250569912884597,0.00023785132781574,0.000325635135647239,0.000283235148448968,0.000237421832000151,0.000194408972752938,0.000242179295566452,0.000188810168861297,0.000187483386720836,0.000117577689075542,0.000116424147908899,9.68177108772271e-05,0.000120425609172985,9.32741878312896e-05,9.01722082317332e-05,9.19199979065029e-05
0.0399368892515122,0.0431303358640138,0.0141984380129638,0.0164079166037679,0.0105391845288085,0.0271019259066175,0.0146867741050265,0.029878115874178,0.0221850107772141,0.0304217427078286,0.0123624961178186,0.0297775875042248,0.0970347305561983,0.294828998323721,0.629509464618191,0.850495256690232,0.979160525796642,0.991177611487508,0.99291066038317,0.989957983402893,0.908973665241336,0.712788139663093,0.539969401358007,0.373144219943042,0.228436158820997,0.151989224449162,0.0520843920097469,0.026540736287605,0.00668299073492368,0.00116269678940314,0.000578470085276395,0.000653662846399266,0.00047708524444992,0.00046547670698271,0.000464436922578642
0.700700607317916,0.0581551778956981,0.0134221377608804,0.0166382068749247,0.0162143820434483,0.0179932987098376,0.018782169282854,0.0926725028108736,0.142291181380298,0.225166407364022,0.453887623492027,0.594083535177544,0.773741501235078,0.851116989517836,0.964060120004442,0.985566412143541,0.989915658710621,0.969549944918554,0.649718684732816,0.356589241727837,0.0702103195222627,0.00715363998579403,0.00290921366751768,0.00203546536675052,0.0017678138463483,0.00196726262834888,0.00152554525182662,0.0014701001151463,0.00134089640276758,0.00144344193286907,0.00118222799133899,0.00118684671668572,0.00114229832436504,0.0010739077746874,0.00117287075105567
0.991193240197647,0.969862704665088,0.816967486950944,0.382507756174892,0.238653986480528,0.308650296144321,0.527674574168542,0.529096207512158,0.721365985062262,0.689165130197324,0.668169438978397,0.686231937816394,0.620141674263429,0.504741788357407,0.349123105949708,0.30048790017708,0.0932095906888229,0.0259326160802407,0.00494738255542872,0.00435954601969844,0.00518406809126822,0.00591754882521466,0.00393097146194404,0.00439488114015511,0.00421055271454275,0.00340742836126784,0.00349870707487127,0.00332510993778448,0.00323503650673017,0.00329492503058453,0.00331032044906965,0.0029997240675675,0.00289771692539699,0.00242722586860188,0.00378696851350705
0.788748762515655,0.303493437985152,0.311420386998596,0.509818588844613,0.781447272167217,0.21995353469619,0.668653550376743,0.20516143063162,0.32880205487987,0.321541971766537,0.66947963680053,0.389121035555103,0.542537761679359,0.372299299417772,0.285192706476244,0.0882505064305349,0.102092892914367,0.0912713630488205,0.0986308797335247,0.114911955070142,0.623135552824271,0.836539377567896,0.907401988981623,0.947616227198098,0.957575589551985,0.938220665505441,0.959771005724078,0.900173531849955,0.614100182094286,0.513513748309052,0.270678941244007,0.0362665052848563,0.0545405605872272,0.0148456243964591,0.0204481448939176
0.568604741945914,0.450744134705699,0.429745963853455,0.481248247151772,0.49693076620896,0.622723161805185,0.580116010247601,0.421081192369864,0.686927566702634,0.373084323270256,0.431427850643648,0.436935651863132,0.594075239794845,0.4838557128104,0.514652429181619,0.326509467911095,0.153484126731222,0.535908994295617,0.221012770422779,0.249486408955109,0.297053035532711,0.425531185773357,0.367551963987733,0.693951350049229,0.814048605871312,0.370733686046081,0.614576009397482,0.694376953468967,0.786335480826318,0.807109590347972,0.822332739639354,0.38784416937751,0.665032660005037,0.154073267501002,0.138118330553167
0.498721047718024,0.498927993119461,0.497819739672125,0.49730060733907,0.495500747555687,0.503402234606471,0.502991747519498,0.499289346494117,0.505928315579144,0.499891324866845,0.496806670031424,0.502027680767428,0.506161946589855,0.498813525359899,0.498290347842129,0.492195234024363,0.478772823498696,0.496993779233985,0.485477839635467,0.481468564971291,0.496378761021721,0.493901015733203,0.491908940044105,0.513367928637003,0.5160348218499,0.496377419846912,0.484214956046585,0.494679334025953,0.490942817899667,0.497067629086795,0.477353903724292,0.470126127320718,0.473183885910025,0.437365551563592,0.454761073745753
